Date,Location,Category,Dollar Value ('000s')
2017-01-01,Nova Scotia,Processed food and beverages,10289
2017-02-01,Nova Scotia,Processed food and beverages,945
2017-03-01,Nova Scotia,Processed food and beverages,1488
2017-04-01,Nova Scotia,Processed food and beverages,1605
2017-05-01,Nova Scotia,Processed food and beverages,1936
2017-06-01,Nova Scotia,Processed food and beverages,1358
2017-07-01,Nova Scotia,Processed food and beverages,1976
2017-08-01,Nova Scotia,Processed food and beverages,1395
2017-09-01,Nova Scotia,Processed food and beverages,1809
2017-10-01,Nova Scotia,Processed food and beverages,1640
2017-11-01,Nova Scotia,Processed food and beverages,947
2017-12-01,Nova Scotia,Processed food and beverages,604
2018-01-01,Nova Scotia,Processed food and beverages,1216
2018-02-01,Nova Scotia,Processed food and beverages,718
2018-03-01,Nova Scotia,Processed food and beverages,1341
2018-04-01,Nova Scotia,Processed food and beverages,1566
2018-05-01,Nova Scotia,Processed food and beverages,1774
2018-06-01,Nova Scotia,Processed food and beverages,1981
2018-07-01,Nova Scotia,Processed food and beverages,2724
2018-08-01,Nova Scotia,Processed food and beverages,2267
2018-09-01,Nova Scotia,Processed food and beverages,1809
2018-10-01,Nova Scotia,Processed food and beverages,1410
2018-11-01,Nova Scotia,Processed food and beverages,1938
2018-12-01,Nova Scotia,Processed food and beverages,978
2019-01-01,Nova Scotia,Processed food and beverages,682
2019-02-01,Nova Scotia,Processed food and beverages,1292
2019-03-01,Nova Scotia,Processed food and beverages,1012
2019-04-01,Nova Scotia,Processed food and beverages,1608
2019-05-01,Nova Scotia,Processed food and beverages,1971
2019-06-01,Nova Scotia,Processed food and beverages,1563
2019-07-01,Nova Scotia,Processed food and beverages,1665
2019-08-01,Nova Scotia,Processed food and beverages,1772
2019-09-01,Nova Scotia,Processed food and beverages,838
2019-10-01,Nova Scotia,Processed food and beverages,1370
2019-11-01,Nova Scotia,Processed food and beverages,844
2019-12-01,Nova Scotia,Processed food and beverages,900
2020-01-01,Nova Scotia,Processed food and beverages,929
2020-02-01,Nova Scotia,Processed food and beverages,921
2020-03-01,Nova Scotia,Processed food and beverages,550
2020-04-01,Nova Scotia,Processed food and beverages,161
2020-05-01,Nova Scotia,Processed food and beverages,863
2020-06-01,Nova Scotia,Processed food and beverages,1133
2020-07-01,Nova Scotia,Processed food and beverages,570
2020-08-01,Nova Scotia,Processed food and beverages,937
2020-09-01,Nova Scotia,Processed food and beverages,595
2020-10-01,Nova Scotia,Processed food and beverages,519
2020-11-01,Nova Scotia,Processed food and beverages,883
2020-12-01,Nova Scotia,Processed food and beverages,506
2021-01-01,Nova Scotia,Processed food and beverages,505
2021-02-01,Nova Scotia,Processed food and beverages,565
2021-03-01,Nova Scotia,Processed food and beverages,682
2021-04-01,Nova Scotia,Processed food and beverages,874
2021-05-01,Nova Scotia,Processed food and beverages,364
2021-06-01,Nova Scotia,Processed food and beverages,870
2021-07-01,Nova Scotia,Processed food and beverages,446
2021-08-01,Nova Scotia,Processed food and beverages,480
2021-09-01,Nova Scotia,Processed food and beverages,464
2021-10-01,Nova Scotia,Processed food and beverages,438
2021-11-01,Nova Scotia,Processed food and beverages,333
2021-12-01,Nova Scotia,Processed food and beverages,215
2022-01-01,Nova Scotia,Processed food and beverages,351
2022-02-01,Nova Scotia,Processed food and beverages,689
2022-03-01,Nova Scotia,Processed food and beverages,847
2022-04-01,Nova Scotia,Processed food and beverages,108
2022-05-01,Nova Scotia,Processed food and beverages,469
2022-06-01,Nova Scotia,Processed food and beverages,373
2022-07-01,Nova Scotia,Processed food and beverages,664
2022-08-01,Nova Scotia,Processed food and beverages,1219
2022-09-01,Nova Scotia,Processed food and beverages,75
2022-10-01,Nova Scotia,Processed food and beverages,1631
2022-11-01,Nova Scotia,Processed food and beverages,733
2022-12-01,Nova Scotia,Processed food and beverages,10421
2023-01-01,Nova Scotia,Processed food and beverages,663
2023-02-01,Nova Scotia,Processed food and beverages,1
2023-03-01,Nova Scotia,Processed food and beverages,210
2023-04-01,Nova Scotia,Processed food and beverages,8777
2023-05-01,Nova Scotia,Processed food and beverages,8349
2023-06-01,Nova Scotia,Processed food and beverages,628
2023-07-01,Nova Scotia,Processed food and beverages,7967
2023-08-01,Nova Scotia,Processed food and beverages,7809
2023-09-01,Nova Scotia,Processed food and beverages,8529
2023-10-01,Nova Scotia,Processed food and beverages,8432
2023-11-01,Nova Scotia,Processed food and beverages,6427
2023-12-01,Nova Scotia,Processed food and beverages,927
2024-01-01,Nova Scotia,Processed food and beverages,5362
2024-02-01,Nova Scotia,Processed food and beverages,5490
2024-03-01,Nova Scotia,Processed food and beverages,5091
2017-01-01,New Brunswick,Live animals or animal products,19100
2017-02-01,New Brunswick,Live animals or animal products,10680
2017-03-01,New Brunswick,Live animals or animal products,10148
2017-04-01,New Brunswick,Live animals or animal products,14136
2017-05-01,New Brunswick,Live animals or animal products,23746
2017-06-01,New Brunswick,Live animals or animal products,26258
2017-07-01,New Brunswick,Live animals or animal products,38410
2017-08-01,New Brunswick,Live animals or animal products,99361
2017-09-01,New Brunswick,Live animals or animal products,61625
2017-10-01,New Brunswick,Live animals or animal products,85123
2017-11-01,New Brunswick,Live animals or animal products,74495
2017-12-01,New Brunswick,Live animals or animal products,22734
2018-01-01,New Brunswick,Live animals or animal products,10061
2018-02-01,New Brunswick,Live animals or animal products,18374
2018-03-01,New Brunswick,Live animals or animal products,26235
2018-04-01,New Brunswick,Live animals or animal products,18130
2018-05-01,New Brunswick,Live animals or animal products,22923
2018-06-01,New Brunswick,Live animals or animal products,17818
2018-07-01,New Brunswick,Live animals or animal products,74896
2018-08-01,New Brunswick,Live animals or animal products,109543
2018-09-01,New Brunswick,Live animals or animal products,98860
2018-10-01,New Brunswick,Live animals or animal products,106011
2018-11-01,New Brunswick,Live animals or animal products,57381
2018-12-01,New Brunswick,Live animals or animal products,26844
2019-01-01,New Brunswick,Live animals or animal products,18629
2019-02-01,New Brunswick,Live animals or animal products,11141
2019-03-01,New Brunswick,Live animals or animal products,15464
2019-04-01,New Brunswick,Live animals or animal products,13367
2019-05-01,New Brunswick,Live animals or animal products,13499
2019-06-01,New Brunswick,Live animals or animal products,25196
2019-07-01,New Brunswick,Live animals or animal products,37178
2019-08-01,New Brunswick,Live animals or animal products,108284
2019-09-01,New Brunswick,Live animals or animal products,89271
2019-10-01,New Brunswick,Live animals or animal products,118836
2019-11-01,New Brunswick,Live animals or animal products,83966
2019-12-01,New Brunswick,Live animals or animal products,39624
2020-01-01,New Brunswick,Live animals or animal products,25296
2020-02-01,New Brunswick,Live animals or animal products,13052
2020-03-01,New Brunswick,Live animals or animal products,15234
2020-04-01,New Brunswick,Live animals or animal products,10606
2020-05-01,New Brunswick,Live animals or animal products,12494
2020-06-01,New Brunswick,Live animals or animal products,19742
2020-07-01,New Brunswick,Live animals or animal products,58659
2020-08-01,New Brunswick,Live animals or animal products,52385
2020-09-01,New Brunswick,Live animals or animal products,48781
2020-10-01,New Brunswick,Live animals or animal products,92032
2020-11-01,New Brunswick,Live animals or animal products,59846
2020-12-01,New Brunswick,Live animals or animal products,19414
2021-01-01,New Brunswick,Live animals or animal products,16033
2021-02-01,New Brunswick,Live animals or animal products,7811
2021-03-01,New Brunswick,Live animals or animal products,10763
2021-04-01,New Brunswick,Live animals or animal products,7760
2021-05-01,New Brunswick,Live animals or animal products,9557
2021-06-01,New Brunswick,Live animals or animal products,22379
2021-07-01,New Brunswick,Live animals or animal products,118379
2021-08-01,New Brunswick,Live animals or animal products,136948
2021-09-01,New Brunswick,Live animals or animal products,166871
2021-10-01,New Brunswick,Live animals or animal products,143743
2021-11-01,New Brunswick,Live animals or animal products,85676
2021-12-01,New Brunswick,Live animals or animal products,28314
2022-01-01,New Brunswick,Live animals or animal products,15252
2022-02-01,New Brunswick,Live animals or animal products,13491
2022-03-01,New Brunswick,Live animals or animal products,14254
2022-04-01,New Brunswick,Live animals or animal products,22415
2022-05-01,New Brunswick,Live animals or animal products,30204
2022-06-01,New Brunswick,Live animals or animal products,23739
2022-07-01,New Brunswick,Live animals or animal products,69589
2022-08-01,New Brunswick,Live animals or animal products,83919
2022-09-01,New Brunswick,Live animals or animal products,57057
2022-10-01,New Brunswick,Live animals or animal products,69764
2022-11-01,New Brunswick,Live animals or animal products,49056
2022-12-01,New Brunswick,Live animals or animal products,22738
2023-01-01,New Brunswick,Live animals or animal products,23450
2023-02-01,New Brunswick,Live animals or animal products,15078
2023-03-01,New Brunswick,Live animals or animal products,10955
2023-04-01,New Brunswick,Live animals or animal products,11565
2023-05-01,New Brunswick,Live animals or animal products,8901
2023-06-01,New Brunswick,Live animals or animal products,13485
2023-07-01,New Brunswick,Live animals or animal products,71219
2023-08-01,New Brunswick,Live animals or animal products,76021
2023-09-01,New Brunswick,Live animals or animal products,59177
2023-10-01,New Brunswick,Live animals or animal products,67838
2023-11-01,New Brunswick,Live animals or animal products,42882
2023-12-01,New Brunswick,Live animals or animal products,17677
2024-01-01,New Brunswick,Live animals or animal products,16623
2024-02-01,New Brunswick,Live animals or animal products,8819
2024-03-01,New Brunswick,Live animals or animal products,9374
2017-01-01,New Brunswick,Vegetable products,6500
2017-02-01,New Brunswick,Vegetable products,3980
2017-03-01,New Brunswick,Vegetable products,4262
2017-04-01,New Brunswick,Vegetable products,6279
2017-05-01,New Brunswick,Vegetable products,9949
2017-06-01,New Brunswick,Vegetable products,8511
2017-07-01,New Brunswick,Vegetable products,10536
2017-08-01,New Brunswick,Vegetable products,11635
2017-09-01,New Brunswick,Vegetable products,5812
2017-10-01,New Brunswick,Vegetable products,4706
2017-11-01,New Brunswick,Vegetable products,5146
2017-12-01,New Brunswick,Vegetable products,3483
2018-01-01,New Brunswick,Vegetable products,4854
2018-02-01,New Brunswick,Vegetable products,5335
2018-03-01,New Brunswick,Vegetable products,4882
2018-04-01,New Brunswick,Vegetable products,6569
2018-05-01,New Brunswick,Vegetable products,7331
2018-06-01,New Brunswick,Vegetable products,5789
2018-07-01,New Brunswick,Vegetable products,5411
2018-08-01,New Brunswick,Vegetable products,4008
2018-09-01,New Brunswick,Vegetable products,4359
2018-10-01,New Brunswick,Vegetable products,5279
2018-11-01,New Brunswick,Vegetable products,5330
2018-12-01,New Brunswick,Vegetable products,4025
2019-01-01,New Brunswick,Vegetable products,5286
2019-02-01,New Brunswick,Vegetable products,5741
2019-03-01,New Brunswick,Vegetable products,4699
2019-04-01,New Brunswick,Vegetable products,8424
2019-05-01,New Brunswick,Vegetable products,8178
2019-06-01,New Brunswick,Vegetable products,6994
2019-07-01,New Brunswick,Vegetable products,7181
2019-08-01,New Brunswick,Vegetable products,21650
2019-09-01,New Brunswick,Vegetable products,4405
2019-10-01,New Brunswick,Vegetable products,3993
2019-11-01,New Brunswick,Vegetable products,5669
2019-12-01,New Brunswick,Vegetable products,5138
2020-01-01,New Brunswick,Vegetable products,4474
2020-02-01,New Brunswick,Vegetable products,5122
2020-03-01,New Brunswick,Vegetable products,5929
2020-04-01,New Brunswick,Vegetable products,9768
2020-05-01,New Brunswick,Vegetable products,7883
2020-06-01,New Brunswick,Vegetable products,6986
2020-07-01,New Brunswick,Vegetable products,6862
2020-08-01,New Brunswick,Vegetable products,8983
2020-09-01,New Brunswick,Vegetable products,3920
2020-10-01,New Brunswick,Vegetable products,5215
2020-11-01,New Brunswick,Vegetable products,5953
2020-12-01,New Brunswick,Vegetable products,6630
2021-01-01,New Brunswick,Vegetable products,5775
2021-02-01,New Brunswick,Vegetable products,7124
2021-03-01,New Brunswick,Vegetable products,6885
2021-04-01,New Brunswick,Vegetable products,9619
2021-05-01,New Brunswick,Vegetable products,9245
2021-06-01,New Brunswick,Vegetable products,5132
2021-07-01,New Brunswick,Vegetable products,8128
2021-08-01,New Brunswick,Vegetable products,18364
2021-09-01,New Brunswick,Vegetable products,3643
2021-10-01,New Brunswick,Vegetable products,5312
2021-11-01,New Brunswick,Vegetable products,6487
2021-12-01,New Brunswick,Vegetable products,5692
2022-01-01,New Brunswick,Vegetable products,5521
2022-02-01,New Brunswick,Vegetable products,8130
2022-03-01,New Brunswick,Vegetable products,14006
2022-04-01,New Brunswick,Vegetable products,14332
2022-05-01,New Brunswick,Vegetable products,10098
2022-06-01,New Brunswick,Vegetable products,6245
2022-07-01,New Brunswick,Vegetable products,5796
2022-08-01,New Brunswick,Vegetable products,12967
2022-09-01,New Brunswick,Vegetable products,4926
2022-10-01,New Brunswick,Vegetable products,3836
2022-11-01,New Brunswick,Vegetable products,2350
2022-12-01,New Brunswick,Vegetable products,4327
2023-01-01,New Brunswick,Vegetable products,11146
2023-02-01,New Brunswick,Vegetable products,7979
2023-03-01,New Brunswick,Vegetable products,6839
2023-04-01,New Brunswick,Vegetable products,9639
2023-05-01,New Brunswick,Vegetable products,13809
2023-06-01,New Brunswick,Vegetable products,9187
2023-07-01,New Brunswick,Vegetable products,4818
2023-08-01,New Brunswick,Vegetable products,12067
2023-09-01,New Brunswick,Vegetable products,5901
2023-10-01,New Brunswick,Vegetable products,2794
2023-11-01,New Brunswick,Vegetable products,2542
2023-12-01,New Brunswick,Vegetable products,2592
2024-01-01,New Brunswick,Vegetable products,2471
2024-02-01,New Brunswick,Vegetable products,4627
2024-03-01,New Brunswick,Vegetable products,6698
2017-01-01,New Brunswick,Animal or vegetable oils,1060
2017-02-01,New Brunswick,Animal or vegetable oils,347
2017-03-01,New Brunswick,Animal or vegetable oils,1003
2017-04-01,New Brunswick,Animal or vegetable oils,514
2017-05-01,New Brunswick,Animal or vegetable oils,1133
2017-06-01,New Brunswick,Animal or vegetable oils,1512
2017-07-01,New Brunswick,Animal or vegetable oils,810
2017-08-01,New Brunswick,Animal or vegetable oils,1280
2017-09-01,New Brunswick,Animal or vegetable oils,1387
2017-10-01,New Brunswick,Animal or vegetable oils,842
2017-11-01,New Brunswick,Animal or vegetable oils,833
2017-12-01,New Brunswick,Animal or vegetable oils,514
2018-01-01,New Brunswick,Animal or vegetable oils,649
2018-02-01,New Brunswick,Animal or vegetable oils,807
2018-03-01,New Brunswick,Animal or vegetable oils,951
2018-04-01,New Brunswick,Animal or vegetable oils,1354
2018-05-01,New Brunswick,Animal or vegetable oils,925
2018-06-01,New Brunswick,Animal or vegetable oils,538
2018-07-01,New Brunswick,Animal or vegetable oils,1447
2018-08-01,New Brunswick,Animal or vegetable oils,1158
2018-09-01,New Brunswick,Animal or vegetable oils,792
2018-10-01,New Brunswick,Animal or vegetable oils,619
2018-11-01,New Brunswick,Animal or vegetable oils,458
2018-12-01,New Brunswick,Animal or vegetable oils,827
2019-01-01,New Brunswick,Animal or vegetable oils,644
